TF (regulator),Gene (target)
MYSM1,GMPR
BATF,GNG11
PURA,GNG11
JUN,GNG11
ZSCAN2,GNG11
ID2,GNG11
CEBPD,GNG11
LEF1,GNG11
LYAR,GNG11
ZNF264,GNG11
FOS,GNG11
FOXK1,GNG11
KLF6,GNG11
PLEK,GNG11
ZNF683,GNG11
ZNF710,GNG11
BATF,GNLY
RUNX3,GNLY
JUN,GNLY
JUNB,GNLY
ID2,GNLY
ARID2,GNLY
LEF1,GNLY
LYAR,GNLY
FOS,GNLY
ASCL2,GNLY
DNAJC1,GNLY
HIVEP3,GNLY
PLEK,GNLY
ZNF683,GNLY
HOPX,GNLY
BATF,GOLGA6L4
JUN,GOLGA6L4
JUNB,GOLGA6L4
ZSCAN2,GOLGA6L4
ID2,GOLGA6L4
ARID5B,GOLGA6L4
CEBPD,GOLGA6L4
LYAR,GOLGA6L4
FOS,GOLGA6L4
FOSB,GOLGA6L4
KLF6,GOLGA6L4
ZNF576,GOLGA6L4
PLEK,GOLGA6L4
ZNF683,GOLGA6L4
HOPX,GOLGA6L4
RUNX3,GOLGA6L6
JUN,GOLGA6L6
JUNB,GOLGA6L6
ID2,GOLGA6L6
ARID2,GOLGA6L6
CEBPD,GOLGA6L6
LEF1,GOLGA6L6
LYAR,GOLGA6L6
ZNF277,GOLGA6L6
FOS,GOLGA6L6
DNAJC1,GOLGA6L6
KLF6,GOLGA6L6
PLEK,GOLGA6L6
ZNF683,GOLGA6L6
HOPX,GOLGA6L6
HOXA10,GOLIM4
JUN,GOLIM4
JUNB,GOLIM4
BBX,GOLIM4
ID2,GOLIM4
ID3,GOLIM4
TCF12,GOLIM4
ZNF234,GOLIM4
LYAR,GOLIM4
MTA1,GOLIM4
ZBTB38,GOLIM4
KLF6,GOLIM4
PLEK,GOLIM4
ZNF683,GOLIM4
HOPX,GOLIM4
JUN,GOLM1
JUNB,GOLM1
ID2,GOLM1
MLXIP,GOLM1
LEF1,GOLM1
AHCTF1,GOLM1
LYAR,GOLM1
FOS,GOLM1
HIVEP3,GOLM1
KLF6,GOLM1
PKNOX1,GOLM1
YEATS4,GOLM1
PLEK,GOLM1
ZNF683,GOLM1
HOPX,GOLM1
BATF,GP9
PURA,GP9
JUN,GP9
JUNB,GP9
ZSCAN2,GP9
ID2,GP9
CEBPD,GP9
LYAR,GP9
ZNF277,GP9
FOS,GP9
DNAJC1,GP9
FOXN2,GP9
KLF6,GP9
PLEK,GP9
HOPX,GP9
BATF,GPATCH2
RUNX3,GPATCH2
HOXA9,GPATCH2
JUNB,GPATCH2
ZSCAN29,GPATCH2
ID2,GPATCH2
ARID5B,GPATCH2
ZNF264,GPATCH2
LYAR,GPATCH2
FOS,GPATCH2
DNAJC1,GPATCH2
MTA1,GPATCH2
PLEK,GPATCH2
ZNF684,GPATCH2
HOPX,GPATCH2
ZNF773,GPD2
RUNX3,GPD2
BBX,GPD2
JUNB,GPD2
ID2,GPD2
CEBPD,GPD2
AHCTF1,GPD2
LYAR,GPD2
FOS,GPD2
FOSB,GPD2
DNAJC1,GPD2
KLF6,GPD2
MYBL1,GPD2
GABPA,GPD2
HOPX,GPD2
BATF,GPM6B
JUN,GPM6B
JUNB,GPM6B
ID2,GPM6B
ARID2,GPM6B
CEBPD,GPM6B
LEF1,GPM6B
LYAR,GPM6B
MAFG,GPM6B
FOS,GPM6B
FOXN2,GPM6B
KLF6,GPM6B
MYBL1,GPM6B
PLEK,GPM6B
HOPX,GPM6B
JUN,GPR125
JUNB,GPR125
ID2,GPR125
ARID5B,GPR125
CEBPD,GPR125
AHCTF1,GPR125
FOS,GPR125
FOSB,GPR125
DNAJC1,GPR125
ATF6,GPR125
KLF6,GPR125
YEATS4,GPR125
MYBL1,GPR125
PLEK,GPR125
ZNF683,GPR125
BAZ2A,GPR157
JUN,GPR157
JUNB,GPR157
BBX,GPR157
RUNX3,GPR157
ID2,GPR157
ARID5B,GPR157
LYAR,GPR157
ZNF277,GPR157
FOSB,GPR157
HIVEP3,GPR157
FOXN2,GPR157
KLF6,GPR157
ZNF684,GPR157
HOPX,GPR157
JUN,GPR171
JUNB,GPR171
HOPX,GPR171
ZSCAN29,GPR171
ID2,GPR171
ARID2,GPR171
ID3,GPR171
CEBPD,GPR171
LYAR,GPR171
ZNF277,GPR171
FOS,GPR171
FOXK1,GPR171
ZNF41,GPR171
MYSM1,GPR171
ZNF710,GPR171
JUN,GPR89B
JUNB,GPR89B
ID2,GPR89B
ARID5B,GPR89B
CEBPD,GPR89B
LEF1,GPR89B
LYAR,GPR89B
FOS,GPR89B
FOSB,GPR89B
DNAJC1,GPR89B
ZBTB38,GPR89B
KLF6,GPR89B
PLEK,GPR89B
ZNF683,GPR89B
HOPX,GPR89B
PURA,GPRIN3
BAZ2A,GPRIN3
JUN,GPRIN3
JUNB,GPRIN3
RUNX3,GPRIN3
ID2,GPRIN3
ID3,GPRIN3
CEBPD,GPRIN3
ARNT,GPRIN3
LYAR,GPRIN3
ASCL2,GPRIN3
ZNF41,GPRIN3
KLF6,GPRIN3
YEATS4,GPRIN3
ZNF684,GPRIN3
PURA,GRAMD1B
RUNX3,GRAMD1B
JUN,GRAMD1B
JUNB,GRAMD1B
ZSCAN2,GRAMD1B
CEBPD,GRAMD1B
LEF1,GRAMD1B
LYAR,GRAMD1B
MAFG,GRAMD1B
FOXK1,GRAMD1B
MTA1,GRAMD1B
HIVEP3,GRAMD1B
ZNF683,GRAMD1B
ZNF684,GRAMD1B
HOPX,GRAMD1B
RUNX3,GRHPR
JUN,GRHPR
MIXL1,GRHPR
JUNB,GRHPR
ID2,GRHPR
ARID5B,GRHPR
TCF12,GRHPR
LYAR,GRHPR
ZNF277,GRHPR
DNAJC1,GRHPR
MYSM1,GRHPR
KLF6,GRHPR
ZNF683,GRHPR
ZNF684,GRHPR
ZNF737,GRHPR
BATF,GRIN2C
JUN,GRIN2C
JUNB,GRIN2C
BBX,GRIN2C
ID2,GRIN2C
MLXIP,GRIN2C
CEBPD,GRIN2C
LEF1,GRIN2C
LYAR,GRIN2C
FOS,GRIN2C
DNAJC1,GRIN2C
KLF6,GRIN2C
PLEK,GRIN2C
ZNF683,GRIN2C
HOPX,GRIN2C
BATF,GRK4
JUN,GRK4
JUNB,GRK4
PLEK,GRK4
ID2,GRK4
LYAR,GRK4
FOS,GRK4
DNAJC1,GRK4
MTA1,GRK4
ATF6,GRK4
ZNF501,GRK4
KLF6,GRK4
MYBL1,GRK4
GABPA,GRK4
ZNF684,GRK4
BATF,GTF3C1
RUNX3,GTF3C1
JUNB,GTF3C1
ZSCAN2,GTF3C1
ID2,GTF3C1
SOX13,GTF3C1
SATB2,GTF3C1
LYAR,GTF3C1
FOS,GTF3C1
ASCL2,GTF3C1
FOXK1,GTF3C1
FOXN2,GTF3C1
MTA1,GTF3C1
ZNF683,GTF3C1
HOPX,GTF3C1
BATF,GTSE1
JUN,GTSE1
JUNB,GTSE1
ID2,GTSE1
ARID5B,GTSE1
LEF1,GTSE1
LYAR,GTSE1
FOS,GTSE1
ASCL2,GTSE1
DNAJC1,GTSE1
KLF6,GTSE1
YEATS4,GTSE1
PLEK,GTSE1
ZNF683,GTSE1
HOPX,GTSE1
JUN,GYG1
JUNB,GYG1
ID2,GYG1
ZNF143,GYG1
CEBPD,GYG1
LEF1,GYG1
LYAR,GYG1
ZNF41,GYG1
MTA1,GYG1
ZNF532,GYG1
RORB,GYG1
MYBL1,GYG1
PLEK,GYG1
ZNF684,GYG1
HOPX,GYG1
BATF,GZMA
JUN,GZMA
JUNB,GZMA
ID2,GZMA
ID3,GZMA
CEBPD,GZMA
LEF1,GZMA
LYAR,GZMA
FOS,GZMA
ASCL2,GZMA
DNAJC1,GZMA
MYBL1,GZMA
PLEK,GZMA
ZNF683,GZMA
HOPX,GZMA
BATF,GZMB
HOXA9,GZMB
JUN,GZMB
JUNB,GZMB
ID2,GZMB
CEBPD,GZMB
ZNF264,GZMB
LYAR,GZMB
FOS,GZMB
ASCL2,GZMB
DNAJC1,GZMB
HIVEP3,GZMB
PLEK,GZMB
ZNF683,GZMB
HOPX,GZMB
BATF,GZMH
JUN,GZMH
JUNB,GZMH
ID2,GZMH
MLXIP,GZMH
CEBPD,GZMH
LEF1,GZMH
LYAR,GZMH
FOS,GZMH
ASCL2,GZMH
DNAJC1,GZMH
MYBL1,GZMH
PLEK,GZMH
ZNF683,GZMH
HOPX,GZMH
JUN,GZMK
ID2,GZMK
ID3,GZMK
CEBPD,GZMK
LEF1,GZMK
LYAR,GZMK
FOS,GZMK
FOSB,GZMK
DNAJC1,GZMK
KLF6,GZMK
MYBL1,GZMK
PLEK,GZMK
ZNF683,GZMK
HMGB3,GZMK
HOPX,GZMK
BATF,H1FX-AS1
RUNX3,H1FX-AS1
JUN,H1FX-AS1
JUNB,H1FX-AS1
ID2,H1FX-AS1
MLXIP,H1FX-AS1
ARID5B,H1FX-AS1
LEF1,H1FX-AS1
ZNF264,H1FX-AS1
LYAR,H1FX-AS1
FOS,H1FX-AS1
DNAJC1,H1FX-AS1
KLF6,H1FX-AS1
PLEK,H1FX-AS1
HOPX,H1FX-AS1
BATF,HAAO
JUN,HAAO
JUNB,HAAO
ID2,HAAO
ARID5B,HAAO
CEBPD,HAAO
LEF1,HAAO
LYAR,HAAO
FOS,HAAO
DNAJC1,HAAO
FOXK1,HAAO
KLF6,HAAO
PLEK,HAAO
ZNF683,HAAO
HOPX,HAAO
JUN,HAGH
MIXL1,HAGH
SNAI3,HAGH
JUNB,HAGH
MLXIP,HAGH
ARID2,HAGH
TBX1,HAGH
CEBPD,HAGH
ZNF277,HAGH
FOS,HAGH
KLF6,HAGH
PKNOX1,HAGH
RORB,HAGH
ZNF683,HAGH
HOPX,HAGH
JUN,HAGHL
JUNB,HAGHL
ID2,HAGHL
MLXIP,HAGHL
ARID2,HAGHL
SOX13,HAGHL
TCF12,HAGHL
TBX6,HAGHL
ZNF234,HAGHL
LYAR,HAGHL
FOS,HAGHL
HIVEP3,HAGHL
KLF6,HAGHL
HMGB3,HAGHL
HOPX,HAGHL
JUN,HBEGF
JUNB,HBEGF
ID2,HBEGF
ID3,HBEGF
ARID5B,HBEGF
LEF1,HBEGF
AHCTF1,HBEGF
ZNF264,HBEGF
LYAR,HBEGF
MTA1,HBEGF
KLF6,HBEGF
PLEK,HBEGF
GABPA,HBEGF
ZNF683,HBEGF
HOPX,HBEGF
BATF,HDAC9
PURA,HDAC9
JUN,HDAC9
JUNB,HDAC9
ZSCAN2,HDAC9
ID2,HDAC9
ARID5B,HDAC9
LEF1,HDAC9
LYAR,HDAC9
ZNF277,HDAC9
FOS,HDAC9
ASCL2,HDAC9
PLEK,HDAC9
ZNF683,HDAC9
HOPX,HDAC9
BAZ2A,HDHD2
JUN,HDHD2
JUNB,HDHD2
POU5F2,HDHD2
ZSCAN29,HDHD2
ID2,HDHD2
TCF12,HDHD2
LEF1,HDHD2
ARNT,HDHD2
LYAR,HDHD2
KLF6,HDHD2
MYBL1,HDHD2
ZNF683,HDHD2
HOPX,HDHD2
ZNF737,HDHD2
BAZ2A,HECTD4
JUN,HECTD4
JUNB,HECTD4
ZFHX3,HECTD4
BBX,HECTD4
ID2,HECTD4
ZNF155,HECTD4
CEBPD,HECTD4
LEF1,HECTD4
AHCTF1,HECTD4
LYAR,HECTD4
FOS,HECTD4
KLF6,HECTD4
PLEK,HECTD4
MYSM1,HECTD4
HOXA10,HENMT1
RUNX3,HENMT1
JUN,HENMT1
JUNB,HENMT1
BBX,HENMT1
MLXIP,HENMT1
ID3,HENMT1
CEBPD,HENMT1
LEF1,HENMT1
LYAR,HENMT1
ASCL2,HENMT1
KLF6,HENMT1
YEATS4,HENMT1
ZNF683,HENMT1
HOPX,HENMT1
ZNF80,HERC3
JUN,HERC3
ZNF805,HERC3
JUNB,HERC3
ZNF142,HERC3
LEF1,HERC3
ZNF234,HERC3
LYAR,HERC3
FOS,HERC3
DNAJC1,HERC3
ZBTB38,HERC3
KLF6,HERC3
PKNOX1,HERC3
ZNF683,HERC3
HOPX,HERC3
BAZ2A,HERPUD1
JUN,HERPUD1
JUNB,HERPUD1
ID2,HERPUD1
ARID2,HERPUD1
ZNF142,HERPUD1
ZNF234,HERPUD1
LYAR,HERPUD1
DNAJC1,HERPUD1
KLF6,HERPUD1
PKNOX1,HERPUD1
ZNF562,HERPUD1
MYBL1,HERPUD1
PLEK,HERPUD1
HOPX,HERPUD1
JUN,HEXA
JUNB,HEXA
SOX13,HEXA
LEF1,HEXA
FOS,HEXA
ASCL2,HEXA
FOSB,HEXA
FOXN2,HEXA
DNAJC1,HEXA
ZNF501,HEXA
ATF6,HEXA
KLF6,HEXA
FOXK1,HEXA
ZNF547,HEXA
ZNF576,HEXA
JUN,HIF1A-AS2
JUNB,HIF1A-AS2
BBX,HIF1A-AS2
ID2,HIF1A-AS2
ARID5B,HIF1A-AS2
CEBPD,HIF1A-AS2
LEF1,HIF1A-AS2
LYAR,HIF1A-AS2
FOS,HIF1A-AS2
ASCL2,HIF1A-AS2
DNAJC1,HIF1A-AS2
KLF6,HIF1A-AS2
PLEK,HIF1A-AS2
ZNF683,HIF1A-AS2
HOPX,HIF1A-AS2
JUN,HIST1H1A
SNAI3,HIST1H1A
JUNB,HIST1H1A
BBX,HIST1H1A
ID2,HIST1H1A
ZNF142,HIST1H1A
ZNF143,HIST1H1A
CEBPD,HIST1H1A
ZNF234,HIST1H1A
LYAR,HIST1H1A
FOS,HIST1H1A
KLF6,HIST1H1A
ZNF576,HIST1H1A
PLEK,HIST1H1A
HOPX,HIST1H1A
BATF,HIST1H1C
BAZ2A,HIST1H1C
JUN,HIST1H1C
PURA,HIST1H1C
BBX,HIST1H1C
ID2,HIST1H1C
ZNF143,HIST1H1C
CEBPD,HIST1H1C
ZNF233,HIST1H1C
EPAS1,HIST1H1C
LYAR,HIST1H1C
FOS,HIST1H1C
FOSB,HIST1H1C
ATF6,HIST1H1C
KLF6,HIST1H1C
JUN,HIST1H1D
JUNB,HIST1H1D
ID2,HIST1H1D
CASZ1,HIST1H1D
ZNF143,HIST1H1D
CEBPD,HIST1H1D
LEF1,HIST1H1D
AHCTF1,HIST1H1D
LYAR,HIST1H1D
MAFB,HIST1H1D
NR4A1,HIST1H1D
FOXN2,HIST1H1D
PKNOX1,HIST1H1D
ZNF683,HIST1H1D
HOPX,HIST1H1D
BATF,HLA-B
RUNX3,HLA-B
JUN,HLA-B
JUNB,HLA-B
ID2,HLA-B
CEBPD,HLA-B
LEF1,HLA-B
LYAR,HLA-B
FOS,HLA-B
ASCL2,HLA-B
DNAJC1,HLA-B
KLF6,HLA-B
PLEK,HLA-B
ZNF683,HLA-B
HOPX,HLA-B
BATF,HLA-DPA1
BAZ2A,HLA-DPA1
JUN,HLA-DPA1
JUNB,HLA-DPA1
ID2,HLA-DPA1
LEF1,HLA-DPA1
LYAR,HLA-DPA1
NR4A1,HLA-DPA1
ASCL2,HLA-DPA1
DNAJC1,HLA-DPA1
HIVEP3,HLA-DPA1
FOS,HLA-DPA1
PLEK,HLA-DPA1
ZNF683,HLA-DPA1
HOPX,HLA-DPA1
BATF,HLA-DPB1
BAZ2A,HLA-DPB1
JUN,HLA-DPB1
JUNB,HLA-DPB1
RUNX3,HLA-DPB1
ID2,HLA-DPB1
CEBPD,HLA-DPB1
LEF1,HLA-DPB1
ARNT,HLA-DPB1
LYAR,HLA-DPB1
FOS,HLA-DPB1
ASCL2,HLA-DPB1
PLEK,HLA-DPB1
ZNF683,HLA-DPB1
HOPX,HLA-DPB1
BATF,HLA-DQA1
E2F5,HLA-DQA1
JUN,HLA-DQA1
JUNB,HLA-DQA1
ZNF80,HLA-DQA1
BBX,HLA-DQA1
ID2,HLA-DQA1
ZNF143,HLA-DQA1
LEF1,HLA-DQA1
LYAR,HLA-DQA1
FOS,HLA-DQA1
ASCL2,HLA-DQA1
KLF6,HLA-DQA1
PLEK,HLA-DQA1
HOPX,HLA-DQA1
BATF,HLA-DQA2
PURA,HLA-DQA2
JUN,HLA-DQA2
JUNB,HLA-DQA2
ZSCAN2,HLA-DQA2
ID2,HLA-DQA2
ZNF143,HLA-DQA2
LYAR,HLA-DQA2
FOS,HLA-DQA2
ASCL2,HLA-DQA2
FOXN2,HLA-DQA2
KLF6,HLA-DQA2
PLEK,HLA-DQA2
GABPA,HLA-DQA2
HOPX,HLA-DQA2
E2F5,HLA-DQB1
JUN,HLA-DQB1
SNAI3,HLA-DQB1
ZSCAN2,HLA-DQB1
JUNB,HLA-DQB1
ID2,HLA-DQB1
ZSCAN31,HLA-DQB1
CEBPD,HLA-DQB1
LEF1,HLA-DQB1
LYAR,HLA-DQB1
DNAJC1,HLA-DQB1
KLF6,HLA-DQB1
ZNF576,HLA-DQB1
PLEK,HLA-DQB1
HOPX,HLA-DQB1
E2F5,HLA-DRA
JUN,HLA-DRA
JUNB,HLA-DRA
ZSCAN2,HLA-DRA
ID2,HLA-DRA
ID3,HLA-DRA
ARID2,HLA-DRA
ZNF142,HLA-DRA
LEF1,HLA-DRA
FOS,HLA-DRA
ASCL2,HLA-DRA
ZNF532,HLA-DRA
ZNF576,HLA-DRA
PLEK,HLA-DRA
HOPX,HLA-DRA
HOXA10,HLA-DRB1
ZNF80,HLA-DRB1
JUN,HLA-DRB1
JUNB,HLA-DRB1
BATF,HLA-DRB1
ID2,HLA-DRB1
CEBPD,HLA-DRB1
LEF1,HLA-DRB1
LYAR,HLA-DRB1
WDHD1,HLA-DRB1
ASCL2,HLA-DRB1
FOS,HLA-DRB1
PLEK,HLA-DRB1
ZNF683,HLA-DRB1
HOPX,HLA-DRB1
BATF,HLA-DRB5
RUNX3,HLA-DRB5
JUN,HLA-DRB5
JUNB,HLA-DRB5
ID2,HLA-DRB5
SOX13,HLA-DRB5
CEBPD,HLA-DRB5
LEF1,HLA-DRB5
LYAR,HLA-DRB5
FOS,HLA-DRB5
ASCL2,HLA-DRB5
FOXK1,HLA-DRB5
PLEK,HLA-DRB5
ZNF683,HLA-DRB5
HOPX,HLA-DRB5
BATF,HOTAIRM1
RUNX3,HOTAIRM1
JUN,HOTAIRM1
JUNB,HOTAIRM1
HOPX,HOTAIRM1
ID2,HOTAIRM1
ARID2,HOTAIRM1
ZNF233,HOTAIRM1
LYAR,HOTAIRM1
ZNF277,HOTAIRM1
ZNF320,HOTAIRM1
ZNF501,HOTAIRM1
KLF6,HOTAIRM1
ZNF683,HOTAIRM1
ZNF710,HOTAIRM1
JUN,HS2ST1
JUNB,HS2ST1
ID2,HS2ST1
ARID2,HS2ST1
LYAR,HS2ST1
FOS,HS2ST1
FOSB,HS2ST1
FOXK1,HS2ST1
DNAJC1,HS2ST1
MYSM1,HS2ST1
ZNF562,HS2ST1
PLEK,HS2ST1
ZNF683,HS2ST1
ZNF684,HS2ST1
HOPX,HS2ST1
BATF,HSPA12B
RUNX3,HSPA12B
JUN,HSPA12B
JUNB,HSPA12B
BBX,HSPA12B
ID2,HSPA12B
ARID5B,HSPA12B
CEBPD,HSPA12B
LEF1,HSPA12B
LYAR,HSPA12B
FOS,HSPA12B
KLF6,HSPA12B
PLEK,HSPA12B
ZNF683,HSPA12B
HOPX,HSPA12B
PURA,HSPA2
JUN,HSPA2
JUNB,HSPA2
ID2,HSPA2
ARID2,HSPA2
CEBPD,HSPA2
THAP6,HSPA2
FOS,HSPA2
ASCL2,HSPA2
DNAJC1,HSPA2
ZBTB38,HSPA2
KLF6,HSPA2
ZNF562,HSPA2
PLEK,HSPA2
HOPX,HSPA2
JUN,HSPG2
JUNB,HSPG2
ID2,HSPG2
ID3,HSPG2
CEBPD,HSPG2
LEF1,HSPG2
LYAR,HSPG2
FOS,HSPG2
FOSB,HSPG2
DNAJC1,HSPG2
KLF6,HSPG2
ZNF576,HSPG2
MYBL1,HSPG2
ZNF683,HSPG2
HOPX,HSPG2
BBX,IDH1-AS1
ID2,IDH1-AS1
ID3,IDH1-AS1
ARID5B,IDH1-AS1
LYAR,IDH1-AS1
ZNF277,IDH1-AS1
FOS,IDH1-AS1
ASCL2,IDH1-AS1
DNAJC1,IDH1-AS1
FOXN2,IDH1-AS1
ZBTB38,IDH1-AS1
KLF6,IDH1-AS1
YEATS4,IDH1-AS1
HOPX,IDH1-AS1
ZNF737,IDH1-AS1
JUN,IER2
JUNB,IER2
BBX,IER2
GRHL1,IER2
ID2,IER2
HOPX,IER2
ARNT,IER2
LYAR,IER2
NR4A1,IER2
FOSB,IER2
FOS,IER2
KLF6,IER2
PKNOX1,IER2
ZNF562,IER2
ZNF710,IER2
BATF,IFI27
JUN,IFI27
JUNB,IFI27
ID2,IFI27
TCF12,IFI27
ZNF234,IFI27
LYAR,IFI27
ZNF277,IFI27
NR4A1,IFI27
FOSB,IFI27
DNAJC1,IFI27
FOS,IFI27
KLF6,IFI27
PLEK,IFI27
HOPX,IFI27
JUN,IFIT3
JUNB,IFIT3
ID2,IFIT3
CEBPD,IFIT3
LYAR,IFIT3
FOS,IFIT3
ASCL2,IFIT3
DNAJC1,IFIT3
KLF6,IFIT3
YEATS4,IFIT3
MYBL1,IFIT3
PLEK,IFIT3
ZNF683,IFIT3
ZNF684,IFIT3
HOPX,IFIT3
BAZ2A,IFNGR1
JUN,IFNGR1
JUNB,IFNGR1
RUNX3,IFNGR1
ZNF142,IFNGR1
SOX13,IFNGR1
CEBPD,IFNGR1
ARNT,IFNGR1
LYAR,IFNGR1
FOS,IFNGR1
ZNF501,IFNGR1
KLF6,IFNGR1
ZNF660,IFNGR1
ZNF684,IFNGR1
HOPX,IFNGR1
RUNX3,IGF2BP3
JUN,IGF2BP3
JUNB,IGF2BP3
ID2,IGF2BP3
ZNF142,IGF2BP3
CEBPD,IGF2BP3
LEF1,IGF2BP3
LYAR,IGF2BP3
ZNF277,IGF2BP3
FOS,IGF2BP3
FOSB,IGF2BP3
KLF6,IGF2BP3
PLEK,IGF2BP3
ZNF683,IGF2BP3
HOPX,IGF2BP3
E2F5,IGJ
JUN,IGJ
SNAI3,IGJ
ID2,IGJ
ARID5B,IGJ
CEBPD,IGJ
AHCTF1,IGJ
ZNF264,IGJ
ZNF277,IGJ
LYAR,IGJ
ZNF320,IGJ
ASCL2,IGJ
DNAJC1,IGJ
FOXN2,IGJ
PLEK,IGJ
JUN,IGLL5
SNAI3,IGLL5
JUNB,IGLL5
ID3,IGLL5
ZNF143,IGLL5
TCF12,IGLL5
ARNT,IGLL5
ZNF264,IGLL5
LYAR,IGLL5
FOS,IGLL5
FOSB,IGLL5
HIVEP3,IGLL5
KLF6,IGLL5
ZNF683,IGLL5
HOPX,IGLL5
BATF,IL10
RUNX3,IL10
JUN,IL10
JUNB,IL10
BBX,IL10
ID2,IL10
ARID5B,IL10
CEBPD,IL10
LYAR,IL10
FOS,IL10
FOSB,IL10
DNAJC1,IL10
MTA1,IL10
PLEK,IL10
HOPX,IL10
HOXA10,IL15
JUN,IL15
ZNF805,IL15
JUNB,IL15
ID2,IL15
LEF1,IL15
LYAR,IL15
FOS,IL15
FOSB,IL15
HIVEP3,IL15
KLF6,IL15
IRF6,IL15
MYBL1,IL15
PLEK,IL15
ZNF683,IL15
PURA,IL18
RUNX3,IL18
JUN,IL18
JUNB,IL18
BATF,IL18
ZNF142,IL18
LEF1,IL18
LYAR,IL18
ZNF277,IL18
FOS,IL18
FOXN2,IL18
ZNF562,IL18
PLEK,IL18
ZNF683,IL18
HOPX,IL18
BATF,INCENP
RUNX3,INCENP
JUN,INCENP
SNAI3,INCENP
ZFHX3,INCENP
JUNB,INCENP
ID2,INCENP
LEF1,INCENP
LYAR,INCENP
DNAJC1,INCENP
MTA1,INCENP
KLF6,INCENP
YEATS4,INCENP
ZNF683,INCENP
HOPX,INCENP
ZNF773,INPP4B
JUN,INPP4B
JUNB,INPP4B
TP63,INPP4B
ARID5B,INPP4B
ZNF155,INPP4B
LEF1,INPP4B
AHCTF1,INPP4B
LYAR,INPP4B
FOS,INPP4B
ZNF41,INPP4B
FOXN2,INPP4B
KLF6,INPP4B
GABPA,INPP4B
ZNF683,INPP4B
JUN,INTS9
ZNF805,INTS9
JUNB,INTS9
ID3,INTS9
ARID2,INTS9
TCF12,INTS9
CEBPD,INTS9
LYAR,INTS9
FOS,INTS9
FOSB,INTS9
DNAJC1,INTS9
KLF6,INTS9
PKNOX1,INTS9
ZNF683,INTS9
ZNF737,INTS9
JUN,IQCD
JUNB,IQCD
BBX,IQCD
ID2,IQCD
ARID5B,IQCD
CEBPD,IQCD
LYAR,IQCD
FOS,IQCD
FOSB,IQCD
DNAJC1,IQCD
KLF6,IQCD
PKNOX1,IQCD
PLEK,IQCD
ZNF683,IQCD
HOPX,IQCD
BATF,IRAK3
JUN,IRAK3
JUNB,IRAK3
ZSCAN2,IRAK3
ID2,IRAK3
CEBPD,IRAK3
LYAR,IRAK3
MAFB,IRAK3
FOS,IRAK3
FOSB,IRAK3
DNAJC1,IRAK3
KLF6,IRAK3
PKNOX1,IRAK3
PLEK,IRAK3
HOPX,IRAK3
BAZ2A,ISG15
ZNF805,ISG15
JUNB,ISG15
ZSCAN2,ISG15
JUN,ISG15
ID2,ISG15
LEF1,ISG15
MAFG,ISG15
FOS,ISG15
HIVEP3,ISG15
MTA1,ISG15
ZBTB38,ISG15
YEATS4,ISG15
ZNF683,ISG15
HOPX,ISG15
BATF,ITGAD
JUN,ITGAD
JUNB,ITGAD
ZSCAN29,ITGAD
ID2,ITGAD
ARID5B,ITGAD
CEBPD,ITGAD
LEF1,ITGAD
LYAR,ITGAD
FOS,ITGAD
KLF6,ITGAD
MYBL1,ITGAD
PLEK,ITGAD
ZNF683,ITGAD
HOPX,ITGAD
BATF,ITIH4
JUN,ITIH4
JUNB,ITIH4
BBX,ITIH4
ID2,ITIH4
ID3,ITIH4
ZNF143,ITIH4
AHCTF1,ITIH4
LYAR,ITIH4
FOS,ITIH4
DNAJC1,ITIH4
ATF6,ITIH4
KLF6,ITIH4
YEATS4,ITIH4
HOPX,ITIH4
JUN,JADE3
BBX,JADE3
JUNB,JADE3
ID2,JADE3
CEBPD,JADE3
LEF1,JADE3
LYAR,JADE3
ZNF277,JADE3
FOS,JADE3
DNAJC1,JADE3
KLF6,JADE3
ZNF576,JADE3
PLEK,JADE3
ZNF683,JADE3
HOPX,JADE3
JUN,JAG1
JUNB,JAG1
ID2,JAG1
ARID5B,JAG1
CEBPD,JAG1
LEF1,JAG1
ZNF234,JAG1
LYAR,JAG1
FOS,JAG1
ASCL2,JAG1
DNAJC1,JAG1
KLF6,JAG1
ZNF547,JAG1
ZNF683,JAG1
HOPX,JAG1
BATF,JAG2
JUN,JAG2
JUNB,JAG2
ID2,JAG2
CEBPD,JAG2
LEF1,JAG2
LYAR,JAG2
ZNF277,JAG2
FOS,JAG2
FOSB,JAG2
DNAJC1,JAG2
KLF6,JAG2
PLEK,JAG2
ZNF683,JAG2
HOPX,JAG2
BATF,JAK2
JUN,JAK2
JUNB,JAK2
ID2,JAK2
ARID2,JAK2
ZNF143,JAK2
ZNF142,JAK2
LEF1,JAK2
LYAR,JAK2
DNAJC1,JAK2
ZNF41,JAK2
KLF6,JAK2
PLEK,JAK2
ZNF683,JAK2
HOPX,JAK2
RUNX3,JHDM1D-AS1
JUN,JHDM1D-AS1
JUNB,JHDM1D-AS1
ID2,JHDM1D-AS1
TCF12,JHDM1D-AS1
CEBPD,JHDM1D-AS1
LYAR,JHDM1D-AS1
ZNF277,JHDM1D-AS1
FOS,JHDM1D-AS1
FOXK1,JHDM1D-AS1
MTA1,JHDM1D-AS1
KLF6,JHDM1D-AS1
GABPA,JHDM1D-AS1
ZNF683,JHDM1D-AS1
HOPX,JHDM1D-AS1
BATF,JMJD1C-AS1
JUN,JMJD1C-AS1
